paper_id,topic_id,relevance_score
paper_e445491d298d,topic_4cf3e2ba,0.6
paper_e445491d298d,topic_74ca2122,0.59
paper_e487ca890a40,topic_28dec076,0.66
paper_e487ca890a40,topic_89d25bd6,0.58
paper_e487ca890a40,topic_a51b4e52,0.76
paper_e487ca890a40,topic_d224d601,0.76
paper_e4f2486bbd5b,topic_5f0c4df8,0.54
paper_e4f2486bbd5b,topic_f343e659,0.57
paper_e53cb1fa5989,topic_0efd8860,0.57
paper_e53cb1fa5989,topic_550c3314,0.88
paper_e53cb1fa5989,topic_fb0a7014,0.67
paper_e54a95972523,topic_6103c4e7,0.92
paper_e577adc42e0f,topic_484e0c8a,0.78
paper_e577adc42e0f,topic_65d5f1b6,0.96
paper_e577adc42e0f,topic_8836d735,0.52
paper_e577adc42e0f,topic_e601842b,0.96
paper_e5d60b88dfe7,topic_a68029e6,0.58
paper_e5d60b88dfe7,topic_cac8669d,0.62
paper_e5dc0c707781,topic_d8e586ea,0.93
paper_e5ed000d0913,topic_74ca2122,1.0
paper_e61ddaa7bafc,topic_54957382,0.73
paper_e61ddaa7bafc,topic_9b423f5f,0.91
paper_e61ddaa7bafc,topic_e137d940,0.67
paper_e61f91ab595d,topic_783a3499,0.5
paper_e621369baa86,topic_2e2622ad,0.52
paper_e67686dc756d,topic_e686e7a6,0.69
paper_e67686dc756d,topic_fb0a7014,0.76
paper_e6c22c5dddbe,topic_2e2622ad,0.92
paper_e6c22c5dddbe,topic_77db0429,0.6
paper_e6c22c5dddbe,topic_faa0ffc8,0.9
paper_e6d336d47c69,topic_00ef787e,0.94
paper_e6d336d47c69,topic_3299225f,0.99
paper_e6d336d47c69,topic_df3261fe,0.94
paper_e70429381515,topic_0efd8860,0.55
paper_e70429381515,topic_852b90ee,0.98
paper_e70429381515,topic_ae20dbf9,0.81
paper_e70429381515,topic_e601842b,0.71
paper_e75c3f1ea23e,topic_d5567bae,0.88
paper_e7b45eae0a6e,topic_8772e298,0.9
paper_e865a3c8e90e,topic_ce2d7244,0.93
paper_e874845ac06d,topic_7b4fc790,0.69
paper_e874845ac06d,topic_d4d3baf4,0.89
paper_e874845ac06d,topic_e7b51f0a,0.72
paper_e874845ac06d,topic_f343e659,0.81
paper_e888b41956a9,topic_157f2298,0.76
paper_e8d4e31a61ce,topic_2ca0190b,0.58
paper_e8d4e31a61ce,topic_b0d0d13c,0.77
paper_e8d4e31a61ce,topic_c07ef1fd,0.65
paper_e8d4e31a61ce,topic_ef5a0181,0.65
paper_e8e5e3538eed,topic_783a3499,0.88
paper_e9685478faef,topic_74f4f8c4,0.62
paper_e9b7b0e2e70c,topic_2ca0190b,0.92
paper_e9b7b0e2e70c,topic_8571d95a,0.66
paper_e9b7b0e2e70c,topic_ddeeacd1,0.64
paper_e9fe059e086f,topic_2e2622ad,0.64
paper_e9fe059e086f,topic_3299225f,0.69
paper_ea24290ac80c,topic_54f10851,0.64
paper_ea2d4e55fd8c,topic_22a85afd,0.93
paper_ea2d4e55fd8c,topic_3ac3c71d,0.93
paper_ea2d4e55fd8c,topic_ced4b441,0.79
paper_ea2d4e55fd8c,topic_e66f09ea,0.54
paper_ea8ac0e2ba6e,topic_6d110f72,0.52
paper_ea8ac0e2ba6e,topic_b0d0d13c,0.98
paper_ea8ac0e2ba6e,topic_d77ec994,0.76
paper_eb21f44ebd3f,topic_37f5aedf,0.96
paper_eb21f44ebd3f,topic_eeab01f1,0.89
paper_ebcf973b5108,topic_73b6372e,0.79
paper_ebcf973b5108,topic_9927ff33,0.89
paper_ebcf973b5108,topic_ae20dbf9,0.69
paper_ebcf973b5108,topic_ae72d7af,0.54
paper_ebf40466cfeb,topic_1b328fca,0.55
paper_ebf40466cfeb,topic_73b6372e,0.92
paper_ebf40466cfeb,topic_9d105a3f,0.76
paper_ebf40466cfeb,topic_b4c90339,0.65
paper_ec21d319da61,topic_37f5aedf,0.81
paper_ec21d319da61,topic_7b4fc790,0.78
paper_ec21d319da61,topic_ddeeacd1,0.64
paper_ec594e8f6212,topic_31573f57,0.61
paper_ec594e8f6212,topic_4d8d9090,0.98
paper_ec594e8f6212,topic_a6bd0db2,0.98
paper_ec74b4d33fc5,topic_22a85afd,0.85
paper_ec74b4d33fc5,topic_38c37719,0.67
paper_ec74b4d33fc5,topic_77db0429,0.97
paper_ecbd09969f3a,topic_1861fbdc,0.85
paper_ecd8ac968da9,topic_241cebae,0.78
paper_ecd8ac968da9,topic_5f43d0bb,0.71
paper_ecd8ac968da9,topic_daf3012e,0.88
paper_ecd8ac968da9,topic_fb2803b3,0.63
paper_ed07c60f4c8c,topic_f87ca730,0.74
paper_ed07c60f4c8c,topic_fb2803b3,0.83
paper_ed54bda24961,topic_3ac3c71d,0.68
paper_ed54bda24961,topic_783a3499,0.55
paper_ed54bda24961,topic_cb9b7b56,0.72
paper_ed5c69fdc7ee,topic_0efd8860,0.74
paper_ed5c69fdc7ee,topic_31573f57,0.76
paper_ed5c69fdc7ee,topic_484e0c8a,0.78
paper_ed5c69fdc7ee,topic_f4a369f0,0.71
paper_edb2a7a850c8,topic_74ca2122,0.62
paper_edd88188c201,topic_1b328fca,0.52
paper_edd88188c201,topic_44d59249,0.65
paper_edd88188c201,topic_a317dd5d,0.64
paper_edf954318b34,topic_3d58f873,0.77
paper_edf954318b34,topic_5f43d0bb,0.67
paper_edf954318b34,topic_8836d735,0.87
paper_edf954318b34,topic_f535d8b4,0.8
paper_ee38c56ed374,topic_44e7c637,0.71
paper_ee38c56ed374,topic_8d1a0354,0.87
paper_ee38c56ed374,topic_e601842b,0.5
paper_ee8072aa9137,topic_484e0c8a,0.65
paper_ef243c2d3ae2,topic_39db9ad8,0.64
paper_ef243c2d3ae2,topic_5f824f0b,0.54
paper_ef243c2d3ae2,topic_abd890e3,0.88
paper_ef243c2d3ae2,topic_dff69202,0.62
paper_ef465905a91e,topic_f0d5c4ce,0.87
paper_ef465905a91e,topic_faa0ffc8,0.96
paper_eff09aeb5839,topic_484e0c8a,0.62
paper_eff09aeb5839,topic_a68029e6,0.87
paper_effbf762d23c,topic_e017ee06,0.74
paper_f019e0493996,topic_74ca2122,0.54
paper_f05a4b8929dc,topic_54957382,0.5
paper_f05a4b8929dc,topic_cb9b7b56,0.68
paper_f0677fea8ae6,topic_ac4364e1,0.51
paper_f0677fea8ae6,topic_fe2060f7,0.8
paper_f11483480aec,topic_54f10851,0.67
paper_f11483480aec,topic_5f824f0b,0.91
paper_f11483480aec,topic_d38f3679,0.88
paper_f11483480aec,topic_d77ec994,0.77
paper_f1341e4e13ba,topic_550c3314,0.96
paper_f1341e4e13ba,topic_abd890e3,0.83
paper_f14538360849,topic_11e980b2,0.79
paper_f14538360849,topic_216fef51,0.68
paper_f14538360849,topic_38c37719,0.87
paper_f14538360849,topic_48a6bdee,0.6
paper_f1a505a1fec5,topic_0efd8860,0.5
paper_f1a505a1fec5,topic_d02a2864,0.92
paper_f1a68cb6a61d,topic_f0d5c4ce,0.51
paper_f1bf28225968,topic_23b1d671,0.6
paper_f1bf28225968,topic_2f911a8b,0.86
paper_f1bf28225968,topic_3cec53b2,0.68
paper_f1bf28225968,topic_9927ff33,0.62
paper_f1c7363718db,topic_d02a2864,0.67
paper_f230000f018b,topic_eeab01f1,0.93
paper_f232a3e4cead,topic_0778bd90,0.85
paper_f232a3e4cead,topic_38c37719,0.8
paper_f232a3e4cead,topic_4ba5595b,0.99
paper_f232a3e4cead,topic_dff69202,0.52
paper_f27e023169c1,topic_6103c4e7,0.75
paper_f348037dd3e4,topic_d4f379fb,0.88
paper_f348037dd3e4,topic_e601842b,0.79
paper_f3721ef6e522,topic_a6112dc2,0.8
paper_f3721ef6e522,topic_d0460b01,0.87
paper_f39c59626cd2,topic_1861fbdc,0.86
paper_f39c59626cd2,topic_a68029e6,0.68
paper_f3a3b8f907c7,topic_852b90ee,0.67
paper_f3ca222deba3,topic_3299225f,0.84
paper_f3ca222deba3,topic_6e24d847,0.75
paper_f3ca222deba3,topic_abd890e3,0.64
paper_f3ca222deba3,topic_f343e659,0.78
paper_f3f167eb1ede,topic_01affe6f,0.88
paper_f3f167eb1ede,topic_2ca0190b,0.89
paper_f3f167eb1ede,topic_3978aab7,0.6
paper_f3f167eb1ede,topic_9927ff33,0.59
paper_f41c9ffa2853,topic_0041bfb5,0.88
paper_f41c9ffa2853,topic_3978aab7,0.58
paper_f41c9ffa2853,topic_783a3499,0.75
paper_f41c9ffa2853,topic_d224d601,0.55
paper_f43bab885548,topic_484e0c8a,0.95
paper_f43bab885548,topic_986ec23f,0.69
paper_f47841fdf091,topic_abd890e3,0.66
paper_f47841fdf091,topic_e634c73d,0.57
paper_f4e654929085,topic_f0d5c4ce,0.54
paper_f50c365d01f6,topic_412bf266,0.66
paper_f50c365d01f6,topic_45570000,0.65
paper_f516c3cb4ab4,topic_6c80807c,0.88
paper_f516c3cb4ab4,topic_77db0429,0.69
paper_f56abbe55314,topic_216fef51,0.78
paper_f56abbe55314,topic_3d58f873,0.74
paper_f6174eed9ef6,topic_28dec076,0.8
paper_f6174eed9ef6,topic_e601842b,1.0
paper_f64571c6b4b4,topic_c07ef1fd,0.84
paper_f67ca53febc6,topic_89d25bd6,0.81
paper_f790068f4453,topic_73b6372e,0.97
paper_f81a078b9dd9,topic_455fead9,0.72
paper_f8f6ead77964,topic_550c3314,0.65
paper_f967f4e8a6a5,topic_1a452e72,0.58
paper_f967f4e8a6a5,topic_54f10851,0.88
paper_f967f4e8a6a5,topic_a317dd5d,0.6
paper_f967f4e8a6a5,topic_fb2803b3,0.71
paper_f9bae64f4418,topic_b98e8ef0,0.56
paper_f9bae64f4418,topic_ce2d7244,1.0
paper_f9f73795f1a6,topic_33ef3971,0.91
paper_f9f73795f1a6,topic_d0460b01,0.88
paper_f9f73795f1a6,topic_df3261fe,0.52
paper_f9f7f32f4152,topic_33ef3971,0.52
paper_f9f7f32f4152,topic_3978aab7,0.81
paper_f9f7f32f4152,topic_ce2d7244,0.78
paper_f9fbe874821c,topic_907e29e8,0.92
paper_f9fbe874821c,topic_95936e2d,0.66
paper_f9fbe874821c,topic_e137d940,0.77
paper_fa6ea0e7b6d6,topic_5c11910e,0.91
paper_fa6ea0e7b6d6,topic_943aada5,0.9
paper_fa6ea0e7b6d6,topic_a68029e6,0.74
paper_fa6ea0e7b6d6,topic_b65c78aa,0.66
paper_fa757ff15e95,topic_39db9ad8,0.98
paper_fa97c0963062,topic_d02a2864,0.7
paper_fa97c0963062,topic_fca57ff2,0.95
paper_faa0ce84cd0f,topic_21482971,0.82
paper_faa0ce84cd0f,topic_907e29e8,0.92
paper_faf26641b6af,topic_216fef51,0.8
paper_faf26641b6af,topic_65d5f1b6,0.76
paper_faf26641b6af,topic_e137d940,0.82
paper_faf26641b6af,topic_f4a369f0,0.69
paper_fb07ea59c04d,topic_01affe6f,0.84
paper_fb07ea59c04d,topic_5ac6eec4,0.84
paper_fb0a22bdf796,topic_1a9d3e45,0.51
paper_fb7b7a9397e3,topic_eae46aca,0.69
paper_fba0c0b12bb1,topic_21482971,0.7
paper_fba0c0b12bb1,topic_484e0c8a,0.52
paper_fba0c0b12bb1,topic_5f0c4df8,0.91
paper_fba0c0b12bb1,topic_6c80807c,0.76
paper_fc0a5a2281f3,topic_5017e72e,0.76
paper_fc0a5a2281f3,topic_54957382,0.75
paper_fc0a5a2281f3,topic_8571d95a,0.77
paper_fc0a5a2281f3,topic_907e29e8,0.94
paper_fc7e95ae7797,topic_0200fd0d,0.72
paper_fc98b9ffb3ab,topic_54f10851,0.96
paper_fca98728f73e,topic_74ca2122,0.51
paper_fca98728f73e,topic_e32b7a04,0.96
paper_fcca7b11381d,topic_0efd8860,0.78
paper_fcca7b11381d,topic_502d622d,0.55
paper_fcca7b11381d,topic_9b423f5f,0.81
paper_fcca7b11381d,topic_b65c78aa,0.82
paper_fd2caa8e69d3,topic_020ba773,0.82
paper_fd2caa8e69d3,topic_9865d514,0.78
paper_fd2caa8e69d3,topic_a8c7ffcf,0.88
paper_fd2caa8e69d3,topic_e017ee06,0.6
paper_fd6d0bab23fb,topic_9d105a3f,0.6
paper_fd6d0bab23fb,topic_d0460b01,0.66
paper_fd86519e3ddf,topic_306dc4a6,0.97
paper_fd86519e3ddf,topic_3ac3c71d,0.83
paper_fd86519e3ddf,topic_e686e7a6,0.88
paper_fdbc0e0810f4,topic_38c37719,0.74
paper_fdbc0e0810f4,topic_5f43d0bb,0.78
paper_fdd1a500650c,topic_852b90ee,0.65
paper_fdd1a500650c,topic_943aada5,0.5
paper_fdd701d87f01,topic_5c11910e,0.89
paper_fdd701d87f01,topic_a51b4e52,0.95
paper_fdd701d87f01,topic_b65c78aa,0.55
paper_fe4b3314e91f,topic_3978aab7,0.71
paper_fe77db95841a,topic_c85e7318,0.65
paper_feaea6c4e6ce,topic_1a452e72,0.54
paper_feaea6c4e6ce,topic_9d105a3f,0.85
paper_fef78ee9ed74,topic_306dc4a6,0.95
paper_fef78ee9ed74,topic_e66f09ea,0.72
paper_ff17246b8c8f,topic_2e2622ad,0.97
paper_ff17246b8c8f,topic_8836d735,0.9
paper_ff17246b8c8f,topic_f343e659,0.94
paper_ff2d45e6bd57,topic_4ba5595b,0.94
paper_ff2d45e6bd57,topic_94385656,0.51
paper_ff4d9dafd3d1,topic_9b423f5f,0.61
paper_ffbfc8dad628,topic_fe2060f7,0.6
paper_ffd8b3c9674a,topic_e7b51f0a,0.61
paper_ffdbaa2c9531,topic_4cf3e2ba,0.62
paper_ffdbaa2c9531,topic_5f43d0bb,0.7
paper_ffdbaa2c9531,topic_6c80807c,0.96
paper_ffdbaa2c9531,topic_a6bd0db2,0.86
